Ticker,Name,Series Type,Currency,Country,Sector,Industry,Sic,Exchange,Cik,Fiscal_End,Units,Scale,Flow,Adjustment,Periodicity,Metadata,Corporate_History
FXRNORM,Norway Total Foreign Exchange Reserves Excluding Gold,International Liquidity,United States Dollar,Norway,,,,,,,National Currency,Millions,Stock,None,Monthly From Jan 1957 To Jan 2020<BR>,Source: World Bank,
Date,Ticker,Open,High,Low,Close,Percent_Gdp
10/31/1999,FXRNORM,,,,21209.11,1.82
11/30/1999,FXRNORM,,,,21524.96,1.85
12/31/1999,FXRNORM,,,,23864.25,1.89
01/31/2000,FXRNORM,,,,23497.47,1.86
02/28/2000,FXRNORM,,,,25156.49,1.99
02/29/2000,FXRNORM,,,,25156.49,1.99
03/31/2000,FXRNORM,,,,23735.98,1.88
04/30/2000,FXRNORM,,,,24698.11,1.95
05/31/2000,FXRNORM,,,,26090.28,2.06
06/30/2000,FXRNORM,,,,22295.59,1.76
07/31/2000,FXRNORM,,,,23494.25,1.86
08/31/2000,FXRNORM,,,,24484.7,1.94
09/30/2000,FXRNORM,,,,25131.89,1.99
10/31/2000,FXRNORM,,,,24232.37,1.92
11/30/2000,FXRNORM,,,,24980.82,1.98
12/31/2000,FXRNORM,,,,27651.33,1.83
01/31/2001,FXRNORM,,,,25734.88,1.71
02/28/2001,FXRNORM,,,,27231.58,1.81
03/31/2001,FXRNORM,,,,26800.59,1.78
04/30/2001,FXRNORM,,,,27741.56,1.84
05/31/2001,FXRNORM,,,,26127.67,1.73
06/30/2001,FXRNORM,,,,23539.07,1.56
07/31/2001,FXRNORM,,,,24260.67,1.61
08/31/2001,FXRNORM,,,,25706.1,1.7
09/30/2001,FXRNORM,,,,27542.72,1.83
10/31/2001,FXRNORM,,,,24838.09,1.65
11/30/2001,FXRNORM,,,,24681.35,1.64
12/31/2001,FXRNORM,,,,23329.57,1.49
01/31/2002,FXRNORM,,,,23314.92,1.49
02/28/2002,FXRNORM,,,,23846.8,1.52
03/31/2002,FXRNORM,,,,24340.64,1.55
04/30/2002,FXRNORM,,,,23960.57,1.53
05/31/2002,FXRNORM,,,,24245.39,1.55
06/30/2002,FXRNORM,,,,24435.07,1.56
07/31/2002,FXRNORM,,,,23782.6,1.52
08/31/2002,FXRNORM,,,,24878.18,1.59
09/30/2002,FXRNORM,,,,26241.57,1.67
10/31/2002,FXRNORM,,,,30125.01,1.92
11/30/2002,FXRNORM,,,,30131.54,1.92
12/31/2002,FXRNORM,,,,32056.08,2.06
01/31/2003,FXRNORM,,,,32211.73,2.07
02/28/2003,FXRNORM,,,,30673.91,1.97
03/31/2003,FXRNORM,,,,32967.89,2.11
04/30/2003,FXRNORM,,,,32705.31,2.1
05/31/2003,FXRNORM,,,,36293.81,2.33
06/30/2003,FXRNORM,,,,33937.19,2.18
07/31/2003,FXRNORM,,,,35316.83,2.26
08/31/2003,FXRNORM,,,,33370.7,2.14
09/30/2003,FXRNORM,,,,34685.46,2.22
10/31/2003,FXRNORM,,,,34309.08,2.2
11/30/2003,FXRNORM,,,,34407.59,2.21
12/31/2003,FXRNORM,,,,37281.35,2.3
01/31/2004,FXRNORM,,,,37273.47,2.3
02/29/2004,FXRNORM,,,,40693.29,2.51
03/31/2004,FXRNORM,,,,40022.73,2.47
04/30/2004,FXRNORM,,,,40178.84,2.48
05/31/2004,FXRNORM,,,,37223.1,2.3
06/30/2004,FXRNORM,,,,40222.77,2.49
07/31/2004,FXRNORM,,,,41679.67,2.58
08/31/2004,FXRNORM,,,,39910.25,2.47
09/30/2004,FXRNORM,,,,39009.43,2.41
10/31/2004,FXRNORM,,,,39438.63,2.44
11/30/2004,FXRNORM,,,,43905.3,2.71
12/31/2004,FXRNORM,,,,44338,2.49
01/31/2005,FXRNORM,,,,44828.63,2.52
02/28/2005,FXRNORM,,,,47013.44,2.64
03/31/2005,FXRNORM,,,,43140.17,2.42
04/30/2005,FXRNORM,,,,41702.18,2.34
05/31/2005,FXRNORM,,,,42894,2.41
06/30/2005,FXRNORM,,,,46507.69,2.61
07/31/2005,FXRNORM,,,,45456.37,2.55
08/31/2005,FXRNORM,,,,44971.83,2.52
09/30/2005,FXRNORM,,,,43022.29,2.42
10/31/2005,FXRNORM,,,,43109.85,2.42
11/30/2005,FXRNORM,,,,43616.8,2.45
12/31/2005,FXRNORM,,,,47018.24,2.36
01/31/2006,FXRNORM,,,,46303.45,2.33
02/28/2006,FXRNORM,,,,43177.4,2.17
03/31/2006,FXRNORM,,,,45344.09,2.28
04/30/2006,FXRNORM,,,,49116.68,2.47
05/31/2006,FXRNORM,,,,49295.51,2.48
06/30/2006,FXRNORM,,,,49482.34,2.49
07/31/2006,FXRNORM,,,,51788.92,2.6
08/31/2006,FXRNORM,,,,49706.09,2.5
09/30/2006,FXRNORM,,,,50279.88,2.53
10/31/2006,FXRNORM,,,,53773.29,2.7
11/30/2006,FXRNORM,,,,52999.65,2.66
12/31/2006,FXRNORM,,,,56880.72,2.57
01/31/2007,FXRNORM,,,,56474.44,2.55
02/28/2007,FXRNORM,,,,56534.09,2.55
03/31/2007,FXRNORM,,,,56995.1,2.57
04/30/2007,FXRNORM,,,,57084.66,2.57
05/31/2007,FXRNORM,,,,55583.03,2.51
06/30/2007,FXRNORM,,,,56696.7,2.56
07/31/2007,FXRNORM,,,,56912.95,2.57
08/31/2007,FXRNORM,,,,56613.54,2.55
09/30/2007,FXRNORM,,,,59515.04,2.68
10/31/2007,FXRNORM,,,,60223.52,2.72
11/30/2007,FXRNORM,,,,60230.23,2.72
12/31/2007,FXRNORM,,,,60881.48,2.6
01/31/2008,FXRNORM,,,,58972.86,2.51
02/29/2008,FXRNORM,,,,57806.76,2.46
03/31/2008,FXRNORM,,,,55635.37,2.37
04/30/2008,FXRNORM,,,,57219.36,2.44
05/30/2008,FXRNORM,,,,56559.01,2.41
05/31/2008,FXRNORM,,,,56559,2.41
06/30/2008,FXRNORM,,,,50430.99,2.15
07/31/2008,FXRNORM,,,,49561.39,2.11
08/31/2008,FXRNORM,,,,47629.36,2.03
09/30/2008,FXRNORM,,,,44299.47,1.89
10/31/2008,FXRNORM,,,,38947.49,1.66
11/30/2008,FXRNORM,,,,42392.86,1.81
12/31/2008,FXRNORM,,,,50984.87,1.95
01/31/2009,FXRNORM,,,,48222.07,1.85
02/28/2009,FXRNORM,,,,49510.55,1.9
03/31/2009,FXRNORM,,,,46610.66,1.79
04/30/2009,FXRNORM,,,,48008.52,1.84
05/31/2009,FXRNORM,,,,43836.35,1.68
06/30/2009,FXRNORM,,,,47952.28,1.84
07/31/2009,FXRNORM,,,,49030.62,1.88
08/31/2009,FXRNORM,,,,45254.53,1.73
09/30/2009,FXRNORM,,,,48939.66,1.88
10/31/2009,FXRNORM,,,,48830.99,1.87
11/30/2009,FXRNORM,,,,49382.57,1.89
12/31/2009,FXRNORM,,,,48892.93,2.01
01/31/2010,FXRNORM,,,,50469.31,2.08
02/28/2010,FXRNORM,,,,49338.94,2.03
03/31/2010,FXRNORM,,,,53630.29,2.21
04/30/2010,FXRNORM,,,,52728.47,2.17
05/31/2010,FXRNORM,,,,49110.18,2.02
06/30/2010,FXRNORM,,,,45613.27,1.88
07/31/2010,FXRNORM,,,,51463.5,2.12
08/31/2010,FXRNORM,,,,49097.27,2.02
09/30/2010,FXRNORM,,,,49153.91,2.02
10/31/2010,FXRNORM,,,,50418.08,2.07
11/30/2010,FXRNORM,,,,46075.69,1.9
12/31/2010,FXRNORM,,,,53251.73,2.06
01/31/2011,FXRNORM,,,,54233.2,2.09
02/28/2011,FXRNORM,,,,52694.14,2.04
03/31/2011,FXRNORM,,,,53478.48,2.07
04/30/2011,FXRNORM,,,,58264.18,2.25
05/31/2011,FXRNORM,,,,57100.07,2.21
06/30/2011,FXRNORM,,,,52454.08,2.03
07/31/2011,FXRNORM,,,,51108.45,1.97
08/31/2011,FXRNORM,,,,51740.89,2
09/30/2011,FXRNORM,,,,45868.55,1.77
10/31/2011,FXRNORM,,,,50515.95,1.95
11/30/2011,FXRNORM,,,,46225.29,1.79
12/31/2011,FXRNORM,,,,49431.1,1.77
01/31/2012,FXRNORM,,,,51846.76,1.86
02/29/2012,FXRNORM,,,,52836.24,1.89
03/31/2012,FXRNORM,,,,55316.45,1.98
04/30/2012,FXRNORM,,,,58859.89,2.11
05/31/2012,FXRNORM,,,,55141.93,1.97
06/30/2012,FXRNORM,,,,58948.25,2.11
07/31/2012,FXRNORM,,,,55152.34,1.98
08/30/2012,FXRNORM,,,,54436.65,1.95
08/31/2012,FXRNORM,,,,54436.64,1.95
09/30/2012,FXRNORM,,,,55644.97,1.99
10/31/2012,FXRNORM,,,,54845.02,1.96
11/30/2012,FXRNORM,,,,55788.37,2
12/31/2012,FXRNORM,,,,51892.09,1.75
01/31/2013,FXRNORM,,,,54427.04,1.84
02/28/2013,FXRNORM,,,,55356.58,1.87
03/31/2013,FXRNORM,,,,57378.27,1.94
04/30/2013,FXRNORM,,,,57425.7,1.94
05/31/2013,FXRNORM,,,,57874.01,1.95
06/30/2013,FXRNORM,,,,56959.48,1.92
07/31/2013,FXRNORM,,,,58760.62,1.98
08/31/2013,FXRNORM,,,,57694.48,1.95
09/30/2013,FXRNORM,,,,59663.84,2.01
10/31/2013,FXRNORM,,,,59363.33,2
11/30/2013,FXRNORM,,,,59881.29,2.02
12/31/2013,FXRNORM,,,,58323.22,1.9
01/31/2014,FXRNORM,,,,59690.36,1.94
02/28/2014,FXRNORM,,,,61681.43,2.01
03/31/2014,FXRNORM,,,,63068.58,2.05
04/30/2014,FXRNORM,,,,64190.05,2.09
05/31/2014,FXRNORM,,,,63556.02,2.07
06/30/2014,FXRNORM,,,,64978.49,2.12
07/31/2014,FXRNORM,,,,64240.39,2.09
08/31/2014,FXRNORM,,,,63281.13,2.06
09/30/2014,FXRNORM,,,,67010.39,2.18
10/31/2014,FXRNORM,,,,67190.92,2.19
11/30/2014,FXRNORM,,,,66730.8,2.17
12/31/2014,FXRNORM,,,,64845.3,2.06
01/31/2015,FXRNORM,,,,65858.8,2.1
02/28/2015,FXRNORM,,,,66514.85,2.12
03/31/2015,FXRNORM,,,,65865.4,2.1
04/30/2015,FXRNORM,,,,68255.55,2.17
05/31/2015,FXRNORM,,,,66760.62,2.13
06/30/2015,FXRNORM,,,,65467.03,2.08
07/31/2015,FXRNORM,,,,65362.96,2.08
08/31/2015,FXRNORM,,,,63237.5,2.01
09/30/2015,FXRNORM,,,,61165.07,1.95
10/31/2015,FXRNORM,,,,62058.29,1.98
11/30/2015,FXRNORM,,,,59706.47,1.9
12/31/2015,FXRNORM,,,,57495.45,1.85
01/31/2016,FXRNORM,,,,59674.25,1.92
02/29/2016,FXRNORM,,,,59383.15,1.91
03/31/2016,FXRNORM,,,,63245.9,2.03
04/30/2016,FXRNORM,,,,62317.66,2
05/31/2016,FXRNORM,,,,62819.11,2.02
06/30/2016,FXRNORM,,,,62382.21,2
07/31/2016,FXRNORM,,,,62535.91,2.01
08/31/2016,FXRNORM,,,,63474.46,2.04
09/30/2016,FXRNORM,,,,63000.93,2.02
10/31/2016,FXRNORM,,,,62314.86,2
11/30/2016,FXRNORM,,,,61636.09,1.98
12/31/2016,FXRNORM,,,,60486.8,1.96
01/31/2017,FXRNORM,,,,61945.91,2.01
02/28/2017,FXRNORM,,,,61602.67,1.99
03/31/2017,FXRNORM,,,,61320.18,1.99
04/30/2017,FXRNORM,,,,66232.76,2.14
05/31/2017,FXRNORM,,,,65431.61,2.12
06/30/2017,FXRNORM,,,,64797.47,2.1
07/31/2017,FXRNORM,,,,65013.82,2.1
08/31/2017,FXRNORM,,,,64326.95,2.08
09/30/2017,FXRNORM,,,,65348.85,2.12
10/31/2017,FXRNORM,,,,65170.13,2.11
11/30/2017,FXRNORM,,,,66168.21,2.14
12/31/2017,FXRNORM,,,,65969.28,2
01/31/2018,FXRNORM,,,,69383.12,2.11
02/28/2018,FXRNORM,,,,67586.79,2.05
03/31/2018,FXRNORM,,,,67361.03,2.04
04/30/2018,FXRNORM,,,,67849.57,2.06
05/31/2018,FXRNORM,,,,67434.88,2.05
06/30/2018,FXRNORM,,,,65907.83,2
07/31/2018,FXRNORM,,,,66322.82,2.01
08/31/2018,FXRNORM,,,,66522.46,2.02
09/30/2018,FXRNORM,,,,65248.08,1.98
10/31/2018,FXRNORM,,,,63625.36,1.93
11/30/2018,FXRNORM,,,,62735.25,1.9
12/31/2018,FXRNORM,,,,63188.96,1.78
01/31/2019,FXRNORM,,,,65576,1.85
02/28/2019,FXRNORM,,,,66341.93,1.87
03/31/2019,FXRNORM,,,,67925.82,1.92
04/30/2019,FXRNORM,,,,68768.6,1.94
05/31/2019,FXRNORM,,,,67722.68,1.91
06/30/2019,FXRNORM,,,,69101.03,1.95
07/31/2019,FXRNORM,,,,67515.04,1.91
08/31/2019,FXRNORM,,,,68163.28,1.92
09/30/2019,FXRNORM,,,,68401.55,1.93
10/31/2019,FXRNORM,,,,67973.15,1.92
11/30/2019,FXRNORM,,,,68098.74,1.92
12/31/2019,FXRNORM,,,,67230.34,1.9
01/31/2020,FXRNORM,,,,66602.11,1.88
